FID;TITULAR;N_PERT;N_CODIGOCE;ESPECIES;TOPONIMIO;T_ESTADOTR;T_GRUPOESP;SUPERFICIE;AGRUPCONCE;COMUNA;REGION;CartaGeogr;Datum;Huso;COORDENADA;N_RESOLSSP;F_RESOLSSP;N_RESOLSSF;F_RESOLSSF;TIPOPORC;ESTADO_UOT
2974;UNIVERSIDAD DE LOS LAGOS;900000046;100078;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SECTOR NORTE PUNTA METRI;CONCESION OTORGADA;SALMONES;7,5;2;PUERTO MONTT;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°35´41.9500, W 72°42´39.3500

S 41°35´39.9800, W 72°42´23.3800

S 41°35´46.3800, W 72°42´21.9800

S 41°35´48.3500, W 72°42´37.9500";56;08-02-1984;733;05-08-1987;AGUA Y FONDO;CONCESIÓN OTORGADA
2975;SALMONES CAMANCHACA S.A.;93101036;103704;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;COSTA DE PUCHEGUIN;CONCESION OTORGADA;SALMONES;9;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-210;WGS-84;18 SUR;"S 41°36´13.3200, W 72°19´46.3100

S 41°36´13.0200, W 72°19´33.3700

S 41°36´3.3000, W 72°19´33.7700

S 41°36´3.6000, W 72°19´46.7100";3218;28-09-2005;577;28-04-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
2976;SALMONES CAMANCHACA S.A.;93101035;104090;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO RELONCAVÍ, AL SUR DE FACTORÍA;CONCESION OTORGADA;SALMONES;9;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-209;WGS-84;18 SUR;"S 41°34´16.9800, W 72°20´55.8700

S 41°34´16.6800, W 72°20´42.9300

S 41°34´26.4000, W 72°20´42.5300

S 41°34´26.7000, W 72°20´55.4700";2586;02-10-2008;170;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
2977;SALMONES CAMANCHACA S.A.;93101037;103673;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO RELONCAVI , RIO CASCAJAL;CONCESION OTORGADA;SALMONES;9;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-210;WGS-84;18 SUR;"S 41°37´57.1800, W 72°19´44.7900

S 41°37´56.8800, W 72°19´31.8400

S 41°38´6.5900, W 72°19´31.4400

S 41°38´6.9000, W 72°19´44.3900";2541;10-08-2005;1594;16-12-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2978;EMPRESAS AQUACHILE S.A.;93101116;101498;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CALETA LA ARENA;CONCESION OTORGADA;SALMONES;1;2;PUERTO MONTT;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°41´9.6700, W 72°38´41.9500

S 41°41´9.7100, W 72°38´37.6200

S 41°41´6.4700, W 72°38´37.5700

S 41°41´6.4300, W 72°38´41.8900";1507;09-08-1996;1823;28-10-1996;AGUA Y FONDO;CONCESIÓN OTORGADA
2979;CALETA BAY MAR SPA;900000756;101677;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO RELOCAVI, SECTOR PUCHEGUÍN;CONCESION OTORGADA;SALMONES;0,85;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-209;WGS-84;18 SUR;"S 41°32´46.5500, W 72°18´35.6600

S 41°32´43.8400, W 72°18´35.7700

S 41°32´43.7400, W 72°18´31.3700

S 41°32´46.4500, W 72°18´31.2700";1426;13-05-2021;1496;11-10-1995;AGUA Y FONDO;CONCESIÓN OTORGADA
2980;CALETA BAY MAR SPA;94101037;103661;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO RELONCAVÍ, FARALLONES MARIMELI;CONCESION OTORGADA;SALMONES;3,19;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°41´30.6000, W 72°26´38.0800

S 41°41´40.9600, W 72°26´49.8500

S 41°41´42.5600, W 72°26´47.3500

S 41°41´32.2000, W 72°26´35.5800";3572;16-12-2004;1547;02-12-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2981;CALETA BAY MAR SPA;900000821;101760;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SECTOR ESTE ISLOTE COITUÉ;CONCESION OTORGADA;SALMONES;0,32;1;COCHAMO;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°42´37.7700, W 72°35´56.7800

S 41°42´38.7100, W 72°36´0.0000

S 41°42´39.9200, W 72°35´59.3800

S 41°42´38.9800, W 72°35´56.1500";583;17-05-1991;211;13-07-1994;AGUA Y FONDO;CONCESIÓN OTORGADA
2982;EMPRESAS AQUACHILE S.A.;93101060;101975;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SECTOR YERBAS BUENAS;CONCESION OTORGADA;SALMONES;4,29;2;PUERTO MONTT;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°39´46.8600, W 72°40´3.7200

S 41°39´52.8600, W 72°40´3.6800

S 41°39´52.8200, W 72°39´53.6700

S 41°39´46.8200, W 72°39´53.7200";1033;31-05-1996;1931;30-12-1996;AGUA Y FONDO;CONCESIÓN OTORGADA
2984;TRUSAL S.A.;200103200;103384;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SURESTE DE PUNTA PIRQUEN;CONCESION OTORGADA;SALMONES;31,47;7;QUEMCHI;REGIÓN DE LOS LAGOS;PLANO-DPC-304;WGS-84;18 SUR;"S 42°13´11.0200, W 73°20´59.7600

S 42°13´10.7600, W 73°20´25.5300

S 42°13´23.7600, W 73°20´25.3500

S 42°13´24.0200, W 73°20´59.5800";1348;24-06-2003;1432;16-07-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2989;SALMONES CAMANCHACA S.A.;95101234;102682;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUR RÍO MAÑIHUEICO;CONCESION OTORGADA;SALMONES;15;2;HUALAIHUE;REGIÓN DE LOS LAGOS;PLANO-DPC-211;WGS-84;18 SUR;"S 41°46´10.0300, W 72°41´23.1900

S 41°46´13.6100, W 72°41´15.9800

S 41°46´33.8700, W 72°41´33.9300

S 41°46´30.2800, W 72°41´41.1400";863;07-05-2002;1204;16-05-2002;AGUA Y FONDO;CONCESIÓN OTORGADA
3001;CERMAQ CHILE S.A.;900000336;100608;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ENSENADA NAYAHUE, ISLA BUTACHAUQUES;CONCESION OTORGADA;SALMONES;5,69;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°16´22.1800, W 73°7´30.5500

S 42°16´21.9100, W 73°7´14.4000

S 42°16´26.9000, W 73°7´14.2500

S 42°16´27.1700, W 73°7´30.4000";762;15-06-1990;655;20-03-1995;AGUA Y FONDO;CONCESIÓN OTORGADA
3002;NUEVA CERMAQ CHILE S.A.;900000326;100611;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO BUTATIQUE, ISLA BUTACHAUQUES;CONCESION OTORGADA;SALMONES;5,12;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°17´23.0400, W 73°7´27.2100

S 42°17´21.3600, W 73°7´23.4800

S 42°17´7.1700, W 73°7´35.0800

S 42°17´8.8500, W 73°7´38.8100";762;15-06-1990;542;29-07-1993;AGUA Y FONDO;CONCESIÓN OTORGADA
3024;MOWI CHILE S.A.;95103181;102320;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PASO IMELEV, AL OESTE DE PUNTA ALAO, ISLA ALAO;CONCESION OTORGADA;SALMONES;15;9C;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°36´12.7700, W 73°20´8.5100

S 42°36´12.7200, W 73°19´55.3400

S 42°35´56.5100, W 73°19´55.4600

S 42°35´56.5600, W 73°20´8.6200";1855;18-12-1998;1793;30-09-1999;AGUA Y FONDO;CONCESIÓN OTORGADA
3025;CERMAQ CHILE S.A.;97103047;102342;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PASO TENAUN, AL SUR DE PUNTA CALEN;CONCESION OTORGADA;SALMONES;6,58;9A;DALCAHUE;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°20´50.9300, W 73°28´44.4700

S 42°20´47.4600, W 73°28´26.4900

S 42°20´42.6000, W 73°28´28.2000

S 42°20´46.0700, W 73°28´46.1700";3785;13-11-2009;1029;31-03-2000;AGUA Y FONDO;CONCESIÓN OTORGADA
3028;SALMOCONCESIONES S.A.;900000321;100616;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;LAGO HUILLINCO, ENSENADA NOTUÉ;CONCESION OTORGADA;SALMONES;1,8;;CHONCHI;REGIÓN DE LOS LAGOS;PLANO-X-CUCHUI-SSP;WGS-84;18 SUR;"S 42°39´27.5700, W 73°55´27.8100

S 42°39´27.5700, W 73°55´19.9100

S 42°39´30.8100, W 73°55´19.9100

S 42°39´30.8100, W 73°55´27.8100";900;25-08-1988;331;06-05-1991;AGUA Y FONDO;CONCESIÓN OTORGADA
3029;MOWI CHILE S.A.;97110349;110541;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ABANDONADOS, CALETA PRIETO, ISLA PRIETO;CONCESION OTORGADA;SALMONES;3,88;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°48´12.4300, W 74°24´17.0900

S 45°48´12.3600, W 74°24´2.0800

S 45°48´8.4700, W 74°24´2.1200

S 45°48´8.5500, W 74°24´17.1300";1559;08-07-2003;136;02-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
3030;AUSTRALIS MAR S.A.;206111034;110855;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL MORALEDA, AL SUR DE PUNTA RAMÍREZ, ISLA MELC;CONCESION OTORGADA;SALMONES;2;30B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8620;WGS-84;18 SUR;"S 45°10´6.8400, W 73°40´19.4500

S 45°10´6.8300, W 73°40´14.8700

S 45°10´13.3100, W 73°40´14.8400

S 45°10´13.3200, W 73°40´19.4200";3736;12-11-2009;1379;12-07-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
3031;SALMONES PACIFIC STAR S.A.;205111135;110874;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;FIORDO AYSÉN, AL NORESTE DE PUNTA ANGOSTA;CONCESION OTORGADA;SALMONES;10,01;28B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8610;WGS-84;18 SUR;"S 45°16´52.0000, W 73°9´13.1400

S 45°16´49.4400, W 73°9´5.7100

S 45°17´6.1500, W 73°8´54.1400

S 45°17´8.4700, W 73°9´1.2200";3431;21-12-2012;3390;16-09-2011;AGUA Y FONDO;CONCESIÓN OTORGADA
3032;SALMONES BLUMAR S.A.;202111027;110891;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL MORALEDA, AL NOROESTE DE ISLA CANALAD;CONCESION OTORGADA;SALMONES;4,5;31B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8500;WGS-84;18 SUR;"S 44°31´4.5700, W 73°20´56.2900

S 44°31´7.3500, W 73°20´50.7200

S 44°31´15.3300, W 73°20´58.4800

S 44°31´12.5500, W 73°21´4.0500";2920;01-09-2009;9;06-01-2012;AGUA Y FONDO;CONCESIÓN OTORGADA
3033;CULTIVOS YADRAN S.A.;201111739;110761;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL MEMORY, AL SURESTE DE ISLA ROWLETT;CONCESION OTORGADA;SALMONES;6;21D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;PLANO-XI-03-SSP;WGS-84;18 SUR;"S 44°50´6.5600, W 74°17´48.3400

S 44°50´11.2600, W 74°17´42.0700

S 44°50´17.9600, W 74°17´51.9800

S 44°50´13.2500, W 74°17´58.2500";3341;04-10-2005;1151;12-09-2008;AGUA Y FONDO;CONCESIÓN OTORGADA
3047;GRANJA MARINA TORNAGALEONES S.A.;93103075;103748;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;OESTE DE PUNTA EL POMPÓN, ISLA TRANQUI;CONCESION OTORGADA;SALMONES;20;11;QUEILEN;REGIÓN DE LOS LAGOS;PLANO-DPC-307;WGS-84;18 SUR;"S 42°59´4.4400, W 73°28´29.8800

S 42°59´32.2100, W 73°28´7.1100

S 42°59´35.5500, W 73°28´14.6800

S 42°59´7.7800, W 73°28´37.4400";1810;14-06-2005;944;17-08-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
3053;CERMAQ CHILE S.A.;93103196;102137;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUR DE ISLA TRANQUI;CONCESION OTORGADA;SALMONES;19,11;11;QUEILEN;REGIÓN DE LOS LAGOS;PLANO-DPC-307;WGS-84;18 SUR;"S 43°0´10.2000, W 73°23´40.3300

S 43°0´16.6300, W 73°23´15.8000

S 43°0´26.4600, W 73°23´20.8500

S 43°0´20.0200, W 73°23´45.3800";2005;02-12-1996;1124;27-06-1997;AGUA Y FONDO;CONCESIÓN OTORGADA
3054;MOWI CHILE S.A.;900000222;100363;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ENSENADA TERAO, AL OESTE DE PUNTA TERAO;CONCESION OTORGADA;SALMONES;41;10B;CHONCHI;REGIÓN DE LOS LAGOS;PLANO-DPC-307;WGS-84;18 SUR;"S 42°42´0.7800, W 73°39´50.0400

S 42°42´0.2600, W 73°39´6.1000

S 42°42´16.0200, W 73°39´5.7300

S 42°42´16.4800, W 73°39´21.0600

S 42°42´14.3700, W 73°39´39.0600";1050;04-09-1987;1207;18-12-1989;AGUA Y FONDO;CONCESIÓN OTORGADA
3056;SALMONES HUMBOLDT SPA;203103012;103699;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO REÑIHUE, AL NOROESTE DE CALETA GONZALO;CONCESION OTORGADA;SALMONES;5,72;16;CHAITEN;REGIÓN DE LOS LAGOS;PLANO-DPC-306;WGS-84;18 SUR;"S 42°31´25.8800, W 72°40´7.7400

S 42°31´31.7200, W 72°39´47.3200

S 42°31´35.4000, W 72°39´53.6100

S 42°31´33.3000, W 72°40´2.0700";4080;23-11-2005;576;28-04-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
3057;MOWI CHILE S.A.;96103060;102314;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;AL NORESTE DE BAJO CHAUQUES;CONCESION OTORGADA;SALMONES;5;8;QUEMCHI;REGIÓN DE LOS LAGOS;PLANO-DPC-305;WGS-84;18 SUR;"S 42°13´33.7100, W 73°13´29.0000

S 42°13´33.5400, W 73°13´18.1000

S 42°13´27.0600, W 73°13´18.2800

S 42°13´27.2200, W 73°13´29.1800";332;09-03-1999;1786;30-09-1999;AGUA Y FONDO;CONCESIÓN OTORGADA
3058;INVERMAR S.A.;199103257;103339;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-LUGA, LUGA-ROJA;SUROESTE DE BAJO SALVO, ISLA TALCÁN;CONCESION OTORGADA;SALMONES;8;15;CHAITEN;REGIÓN DE LOS LAGOS;PLANO-DPC-305;WGS-84;18 SUR;"S 42°47´0.3800, W 73°2´12.5700

S 42°47´0.2300, W 73°2´3.7700

S 42°46´47.2700, W 73°2´4.1800

S 42°46´47.4200, W 73°2´12.9800";1693;23-07-2003;1678;01-10-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
3069;MULTI X S.A.;97110148;110383;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL CARRERA DEL CHIVATO, AL NOROESTE DE ISLOTE PELIGRO, ISLA VICTORIA;CONCESION OTORGADA;SALMONES;8;29;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°18´17.2800, W 73°46´4.8000

S 45°18´27.2200, W 73°45´53.0200

S 45°18´23.0700, W 73°45´45.9800

S 45°18´13.1200, W 73°45´57.7500";1009;24-05-2002;1586;14-10-2002;AGUA Y FONDO;CONCESIÓN OTORGADA
3070;MOWI CHILE S.A.;97110395;110544;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO DUBLE NORTE, CALETA ENTRADA, ISLA RIVERO;CONCESION OTORGADA;SALMONES;4,27;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°30´8.4900, W 74°16´22.3600

S 45°30´0.7000, W 74°16´10.2600

S 45°30´3.5600, W 74°16´6.5300

S 45°30´11.3600, W 74°16´18.6200";3076;28-11-2003;146;02-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
3071;CERMAQ CHILE S.A.;201111446;110892;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL VICUÑA, AL SUR DE ISLA LUZ, SECTOR 7;CONCESION OTORGADA;SALMONES;1,5;23A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°35´15.6100, W 74°5´54.2700

S 45°35´18.0700, W 74°5´51.2700

S 45°35´14.9100, W 74°5´46.0200

S 45°35´12.4500, W 74°5´49.0200";1298;07-04-2010;40;10-01-2012;AGUA Y FONDO;CONCESIÓN OTORGADA
3072;PRODUCTOS DEL MAR VENTISQUEROS S.A.;203111083;110700;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PIHUEL, AL NORTE DE ISLA GARCÍA;CONCESION OTORGADA;SALMONES;18,18;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°14´3.2900, W 73°40´51.8000

S 44°14´6.5500, W 73°40´33.9600

S 44°14´23.0100, W 73°40´53.1300

S 44°14´11.2800, W 73°41´1.2200";4183;30-11-2005;634;09-05-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
3073;MULTIEXPORT PACIFIC FARMS S.A.;900000544;100991;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL CHOLGO, AL SUR DE ISLA PELADA;CONCESION OTORGADA;SALMONES;19,4;17B;HUALAIHUE;REGIÓN DE LOS LAGOS;SHOA-7340;WGS-84;18 SUR;"S 42°3´46.6800, W 72°29´54.0400

S 42°3´54.7000, W 72°29´31.7100

S 42°4´4.6300, W 72°29´38.1300

S 42°3´56.6100, W 72°30´0.4700";428;19-04-1989;888;19-11-1993;AGUA Y FONDO;CONCESIÓN OTORGADA
3074;AQUACHILE MAULLIN LTDA.;900000616;101295;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUR PUNTA CEMENTERIO, ISLA MAILLÉN;CONCESION OTORGADA;SALMONES;18;2;PUERTO MONTT;REGIÓN DE LOS LAGOS;SHOA-7320;WGS-84;18 SUR;"S 41°35´57.4100, W 73°0´39.4400

S 41°35´56.4000, W 73°0´30.3900

S 41°35´55.9700, W 73°0´25.7900

S 41°36´2.0800, W 73°0´4.4800

S 41°36´9.0100, W 73°0´12.9300

S 41°36´1.7100, W 73°0´38.8800";1081;17-08-1989;1498;11-10-1995;AGUA Y FONDO;CONCESIÓN OTORGADA
3075;AQUACHILE MAULLIN LTDA.;900000615;101294;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;NORESTE PUNTA PUCHEGUI, ISLA MAILLÉN;CONCESION OTORGADA;SALMONES;18;2;PUERTO MONTT;REGIÓN DE LOS LAGOS;SHOA-7320;WGS-84;18 SUR;"S 41°32´55.3800, W 73°0´44.8800

S 41°32´59.1500, W 73°0´32.9500

S 41°33´17.0800, W 73°0´42.9900

S 41°33´13.3000, W 73°0´54.9200";273;25-02-1998;1501;18-10-1995;AGUA Y FONDO;CONCESIÓN OTORGADA
